Position-Anforderungsspezifikation,ReqID,Komponente,Schablone,Variante,Gruppe,Tag,Stakeholder,Gruppe (ALT),Tag (ALT),Anforderung,Trace auf ReqID,Anmerkung,Status,Aktuell / Zukunft / Ignore,Release,Req-Key (ALT)
3.2 Qualitätsanforderungen,271,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Dokumentation,Entwickler,Wartbarkeit,Dokumentation,"Qualitätsindikator: Umfang der Dokumentation für nicht-exportierten Code.
Messverfahren: Untersuchen der nicht-exportierten Variablen, Funktionen, Schnittstellen und Datenstrukturen im Programmcode.
Maßeinheit: Anzahl der Kommentare.
Ziel: Für nicht-exportierte Variablen, Funktionen, Schnittstellen und Datenstrukturen sollte im Code ein Kommentar stehen, Falls aus dem jeweiligen Namen und gegebenenfalls der Signatur nicht eindeutig die Verhaltensweise des Codes ersichtlich ist. Im Kommentar sollten dann die Besonderheiten des Codes erklärt werden. Trivialer, nicht-exportierter Code muss nicht kommentiert werden.",269,,Umgesetzt,A,1,C-1-4.2
3.2 Qualitätsanforderungen,255,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Externe Abhängigkeiten,Entwickler,Wartbarkeit,Externe Abhängigkeiten,"Das System HARMONY muss das Qualitätsmerkmal besitzen, möglichst wenige externe Code-Abhängigkeiten zu besitzen, damit das System in seiner Wartbarkeit und Weiterentwicklung möglichst losgelöst von Dritten Parteien ist.","314, 256, 257, 258",,Umgesetzt,A,1,C-1-1
3.2 Qualitätsanforderungen,310,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Externe Abhängigkeiten,Entwickler,Wartbarkeit,Abhängigkeit zu anderen Systemen,"Das System HARMONY muss das Qualitätsmerkmal besitzen, transparente und möglichst wenige Abhängigkeiten zu externen Systemen zu haben, damit das System in seiner Wartbarkeit und Weiterentwicklung möglichst losgelöst von Dritten Parteien ist.","314, 311, 312, 313","Hinweis: Wartbarkeit beinhaltet auch Verständlichkeit, wenn neue/bestehende Entwickler die Abhängigkeiten und die Systeme nicht verstehen können, können sie das System nicht warten, geschweige denn weiterentwickeln.",Umgesetzt,A,1,C-1-6
3.2 Qualitätsanforderungen,283,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,HARMONY betreiben,Entwickler,Wartbarkeit,Logging,"Qualitätsindikator: Logging von Informationen über die Programmausführung.
Messverfahren: Die Anwendung muss gestartet und verwendet werden. Im Anschluss müssen die Log-Dateien, die das System geschrieben hat, untersucht werden.
Maßeinheit: Anzahl der Informationen in den Log-Dateien.
Ziel: Während der Programmausführung sollte das System umfangreiche Informationen über die Programmausführung in die Log-Dateien schreiben. Diese Informationen sollten bei der Suche von Fehlern und dem Nachvollziehen von Programmabläufen hilfreich sein.",282,,Umgesetzt,A,1,C-1-5.1
3.2 Qualitätsanforderungen,261,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Modularisierung,Entwickler,Wartbarkeit,Modularer Aufbau,"Das System HARMONY muss das Qualitätsmerkmal besitzen, Funktionalitäten in Form gekapselter Module bereitzustellen, damit die Verantwortlichkeiten zwischen verschiedenen Modulen des Systems getrennt sind.","262, 263, 264",,Umgesetzt,A,1,C-1-2
3.2 Qualitätsanforderungen,262,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Modularisierung,Entwickler,Wartbarkeit,Modularer Aufbau,"Qualitätsindikator: Modulare Aufteilung des Codes nach Funktionalitäten.
Messverfahren: Überprüfung der Code-Struktur und Identifikation einzelner Module (Pakete) und deren zugeordneter Funktionalitäten.
Maßeinheit: Anzahl der Module, die eine eindeutig definierte Funktionalität aufweisen.
Ziel: Jedes Modul in HARMONY sollte genau eine Hauptfunktionalität bereitstellen. Module, die mehrere nicht zusammenhängende Funktionalitäten umfassen, sollten minimiert werden.",261,,Umgesetzt,A,1,C-1-2.1
3.2 Qualitätsanforderungen,263,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Modularisierung,Entwickler,Wartbarkeit,Modularer Aufbau,"Qualitätsindikator: Lose Kopplung von Modulen auf Basis von Interfaces, mit Fokus auf Austauschbarkeit.
Messverfahren: Überprüfung der Modulinteraktionen, um festzustellen, ob die Funktionalitäten, die durch neue Module ersetzbar sein sollen, durch Interfaces definiert sind.
Maßeinheit: Anzahl der Module, deren Funktionalitäten über Interfaces definiert sind.
Ziel: Alle Modulfunktionalitäten in HARMONY, die potenziell durch neue Module ersetzbar sein sollen, müssen ihre Funktionalitäten durch Interfaces definieren, um die Services austauschbar zu gestalten und Implementationsdetails zu verbergen.",261,,Umgesetzt,A,1,C-1-2.2
3.2 Qualitätsanforderungen,264,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Modularisierung,Entwickler,Wartbarkeit,Modularer Aufbau,"Qualitätsindikator: Anzahl durchlässiger Abstraktionen im System.
Messverfahren: Untersuchen der Module/Pakete und ihrer exportierten Funktionalitäten.
Maßeinheit: Anzahl durchlässiger Abstraktionen in exportierten Funktionalitäten zählen.
Ziel: Idealerweise setzen die exportierten Funktionalitäten eines Moduls minimales Wissen über Implementierungsdetails voraus und es gibt demnach keine durchlässigen Abstraktionen.",261,"Wichtiger Hinweis: Gleichzeitig lassen sich durchlässige Abstraktionen nicht vollkommen vermeiden, da jede Abstraktion bis zu einem gewissen Grad durchlässig sein muss, um Funktionalitäten bereitzustellen.",Umgesetzt,A,1,C-1-2.3
3.2 Qualitätsanforderungen,267,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Testabdeckung,Entwickler,Wartbarkeit,Testabdeckung,"Das System HARMONY muss das Qualitätsmerkmal besitzen, durch Regressionstests getestet zu sein, damit beim Verändern des Codes geprüft werden kann, dass die bestehenden Funktionalitäten unverändert bleiben.",268,,Umgesetzt,A,1,C-1-3
3.2 Qualitätsanforderungen,268,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Testabdeckung,Entwickler,Wartbarkeit,Testabdeckung,"Qualitätsindikator: Nicht-triviale Stellen im Programmcode mit Regressionstests abgedeckt.
Messverfahren: Untersuchen des Programmcodes, ob alle nicht-trivialen Stellen im Code durch Regressionstests abgedeckt sind. Testdateien sind, wie nach Go-Standard empfohlen, wie die zu testende Datei mit dem Suffix ""_test"" benannt. Nicht-triviale Stellen sind Programmlogiken aus HARMONY-Core-Modulen, die exportiert sind und durch andere Teile des Programms aufgerufen werden können. Zusätzlich ist der EIFFEL Parser eine nicht-triviale Stelle.
Maßeinheit: Wahrheitswert (True/False)
Ziel: Alle nicht-trivialen Stellen (exportierte Funktionalitäten aus HARMONY-Core-Modulen und der EIFFEL Parser) im Programmcode sollten durch Regressionstests abgedeckt sein.","267, 412","Es wird bewusst keine Testabdeckung in % betrachtet. Auch ein Projekt mit 100% Testabdeckung kann schlecht getestet sein, wenn die Testfälle schlecht gewählt sind. Zudem bedeutet 100% Testabdeckung viele überflüssige Tests, die man sich insbesondere mit Blick auf den Projektaufwand hätte sparen können. Für eine Constructor-Funktion muss z.B. nicht getestet werde, ob sie tatsächlich ein Objekt konstruiert. Sollte ein Constructor nicht konstruieren liegt vermutlich ein sehr viel tieferes Problem vor.

Nicht-triviale Stelle im Glossar hinzugefügt, siehe Trace",Umgesetzt,A,1,C-1-3.1
3.2 Qualitätsanforderungen,282,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit,Tracing,Entwickler,Wartbarkeit,Tracing/Logging,"Das System HARMONY muss das Qualitätsmerkmal besitzen, Informationen über den Status und die Abläufe der Anwendung strukturiert abzulegen, damit in der Wartung und Fehlersuche das Verhalten der Anwendung besser nachvollzogen werden kann.",283,,Umgesetzt,A,1,C-1-5
3.2 Qualitätsanforderungen,256,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit ,Externe Abhängigkeiten,Entwickler,Wartbarkeit ,Externe Abhängigkeiten,"Qualitätsindikator: Anzahl an externen Code-Abhängigkeiten.
Messverfahren: Erstellung und Auswertung der externen Abhängigkeiten mit Hilfe eines Software Bill of Materials (SBOM).
Maßeinheit: Anzahl der externen Code-Abhängigkeiten.
Ziel: Die Anzahl der externen Code-Abhängigkeiten muss möglichst gering sein, ein absoluter Wert lässt sich nicht bestimmen. Für jede Abhängigkeit muss begründet werden, wieso diese notwendig ist.",255,,Umgesetzt,A,1,C-1-1.1
3.2 Qualitätsanforderungen,257,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit ,Externe Abhängigkeiten,Entwickler,Wartbarkeit ,Externe Abhängigkeiten,"Qualitätsindikator: Verwendung von externen Code-Abhängigkeiten an kritischen Stellen.
Messverfahren: Zählen der externen Code-Abhängigkeiten an kritischen Stellen des Quellcodes von HARMONY.
Maßeinheit: Anzahl der externen Code-Abhängigkeiten.
Ziel: Die Anzahl externer Code-Abhängigkeiten an kritischen Stellen muss minimal sein. Das Entfernen einer externen Code-Abhängigkeit sollte nicht dazu führen, dass sich die Funktionsweise des Systems HARMONY für den Anwender verändert.",255,,Umgesetzt,A,1,C-1-1.2
3.2 Qualitätsanforderungen,258,"HARMONY, EIFFEL",ESQUA,,Wartbarkeit ,Externe Abhängigkeiten,Entwickler,Wartbarkeit ,Externe Abhängigkeiten,"Qualitätsindikator: Abstraktion von externen Code-Abhängigkeiten.
Messverfahren: Zählen der externen Code-Abhängigkeiten im Quellcode von HARMONY, die nicht mit systemeigenen Abstraktionen verschleiert werden.
Maßeinheit: Anzahl an Code-Stellen mit nicht-abstrahierten Code-Abhängigkeiten.
Ziel: Die Anzahl der externen Code-Abhängigkeiten, die nicht durch systemeigene Abstraktionen verschleiert werden, muss minimal sein. Für jede externe Code-Abhängigkeit, die nicht von einer Komponente aus HARMONY abstrahiert wird, muss argumentiert werden können, wieso die externe Code-Abhängigkeit direkt bereitgestellt wird.",255,,Umgesetzt,A,1,C-1-1.3
3.3 Randbedingungen und sonstige Anforderungen,197,EIFFEL,Technische Anforderung,,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Tab-Taste für nächstes Eingabefeld,"Falls der Anwender eine Anforderung über ein Formular eingibt, muss das System EIFFEL dem Anwender technisch ermöglichen, in diesem Formular mittels Tab-Taste von einem Eingabefeld zum nächsten Eingabefeld zu springen.",,"Achtung, neue Anforderung.

Ich würde hier, um Webstandards zu folgen, eher die Tab-Taste nutzen.",Umgesetzt,A,1,A-3-21
3.3 Randbedingungen und sonstige Anforderungen,209,EIFFEL,Technische Anforderung,,Schablonenanwendung,Anforderung eingeben,Anwender,Schablonen anwenden,Wechseln der Schablonenvariante mit Tastaturbefehl,"Falls der Anwender eine Schablone ausgewählt hat, muss das System EIFFEL dem Anwender technisch ermöglichen, durch einen Tastaturbefehl die Schablonenvariante zu wechseln, damit der Anwender schnell eine andere Variante der Schablone verwenden kann.",,"Achtung, von Jens neu!",Umgesetzt,A,1,A-3-30
3.3 Randbedingungen und sonstige Anforderungen,210,EIFFEL,Technische Anforderung,,Schablonenanwendung,Anforderung kopieren,Anwender,Schablonen anwenden,Anforderung in Zwischenablage mit Tastaturbefehl,"Falls ein Anwender eine Anforderung eingegeben hat und die Anforderung erfolgreich geprüft wurde, muss das System EIFFEL dem Anwender technisch ermöglichen, durch einen Tastaturbefehl die Anforderung in die Zwischenablage des Betriebssystems zu kopieren, damit der Anwender schell die Anforderung in ein anderes Programm kopieren kann.",,"Achtung, von Jens neu!",Umgesetzt,A,1,A-3-31
3.3 Randbedingungen und sonstige Anforderungen,429,HARMONY,Dienstleistung,Dienstleistung,Betrieb,HARMONY betreiben,HARMONY-Betreuer,Hoster,Containerbetrieb,"Der Hoster muss dem HARMONY-Betreiber ermöglichen, HARMONY in einem Container zu betreiben.",,,Umgesetzt,A,1,B-3-1
3.3 Randbedingungen und sonstige Anforderungen,430,HARMONY,Dienstleistung,Dienstleistungs-Schnittstelle,Betrieb,HARMONY betreiben,Hoster,Hoster,Laufzeitumgebung für Container,"Der Hoster muss in der Lage sein, eine Laufzeitumgebung für den Betrieb von HARMONY bereitzustellen, damit man keinen eigenen Server für den Betrieb von HARMONY benötigt.",,,Umgesetzt,A,1,B-3-2
3.3 Randbedingungen und sonstige Anforderungen,343,HARMONY,Technische Anforderung,,Portierbarkeit,Datenbank anbinden,Anwendungsbetreiber,Portierbarkeit,Konstruktive SQL-Migrationen per Kommando,"Das System HARMONY muss dem Anwendungsbetreiber technisch ermöglichen, konstruktive SQL-Migrationsdateien per Konsolen-Kommando auszuführen, damit das notwendige Datenbankschema der Anwendung und potenzielle Veränderungen an der Datenbank durch HARMONY selbst durchgeführt werden können.",,,Umgesetzt,A,1,C-3-4
3.3 Randbedingungen und sonstige Anforderungen,344,HARMONY,Technische Anforderung,,Portierbarkeit,Datenbank anbinden,Anwendungsbetreiber,Portierbarkeit,Destruktive SQL-Migrationen per Kommando,"Das System HARMONY muss dem Anwendungsbetreiber technisch ermöglichen, destruktive SQL-Migrationsdateien per Konsolen-Kommando auszuführen, damit Änderungen am Datenbankschema wieder rückgängig gemacht werden können.",,,Umgesetzt,A,1,C-3-5
3.3 Randbedingungen und sonstige Anforderungen,338,HARMONY,Technische Anforderung,,Portierbarkeit,HARMONY betreiben,Anwendungsbetreiber,Portierbarkeit,Betrieb als Docker Container,"Das System HARMONY muss dem Anwendungsbetreiber technisch ermöglichen, als Docker-Container betrieben zu werden, weil die Vorteile der Containerisierung genutzt werden sollen und Docker ein etablierter Standard im DevOps ist.","284, 331, 332, 333, 337, 335, 336",,Umgesetzt,A,1,C-3-2
3.3 Randbedingungen und sonstige Anforderungen,342,HARMONY,Technische Anforderung,,Portierbarkeit,HARMONY betreiben,Anwendungsbetreiber,Portierbarkeit,Betrieb ohne persistentes Dateisystem,"Das System HARMONY muss dem Anwendungsbetreiber technisch ermöglichen, die Anwendung ohne ein persistentes Dateisystem zu betreiben, weil die Anwendung in einer Container-Umgebung keine Dateien über einen Neustart des Containers hinweg ablegen kann.",,"Wenn ein Container neugestartet wird, sind die Dateien weg. Andernfalls müssten Speicherorte per Mount im Container bekanntgemacht werden. Dies sollte jedoch keine Voraussetzung für die Verwendung der Anwendung sein.",Umgesetzt,A,1,C-3-3
3.3 Randbedingungen und sonstige Anforderungen,346,HARMONY,Technische Anforderung,,Portierbarkeit,HARMONY betreiben,Anwendungsbetreiber,Portierbarkeit,Lokale Konfigurationsdateien,"Das System HARMONY muss dem Anwendungsbetreiber technisch ermöglichen, mit Hilfe lokaler Konfigurationsdateien nach dem Schema: ""config/config.toml"" zu ""config/local/config.toml"" bestehende Konfigurationsdateien zu überschreiben, damit Konfigurationen überschrieben werden können, ohne die Ursprungsdatei zu modifizieren.",,,Umgesetzt,A,1,C-3-7
3.3 Randbedingungen und sonstige Anforderungen,341,HARMONY,Technische Anforderung,,Schablonenanwendung,Benutzung Browser,Anwender,Schablonen anwenden,Verwendung aus dem Browser,"Das System HARMONY muss dem Anwender technisch ermöglichen, das System zur Anforderungserfassung aus dem Browser zu verwenden, damit die Einstiegsschwelle gesenkt wird.",,,Umgesetzt,A,1,A-3-49
3.3 Randbedingungen und sonstige Anforderungen,382,HARMONY,Technische Anforderung,,Schablonenverwaltung,Schablone aus Template Registry laden ,Anwender,Schablonen verwalten,Template Registry,"Das System HARMONY wird dem Anwender technisch ermöglichen, Schablonenkonfigurationen aus einem Template Registry zu laden, damit essenzielle Schablonen nicht manuell eingepflegt werden müssen.",385,Bspw. könnte man sich dann hier einfach alle PARIS-Schablonen holen.,Fertig zur Umsetzung,Z,,A-2-57
3.3 Randbedingungen und sonstige Anforderungen,384,HARMONY,Technische Anforderung,Selbständige Systemaktivität,Schablonenverwaltung,Schablone aus Template Registry laden ,Anwender,Schablonen verwalten,Automatische Updates,"Falls der Anwender das automatische Aktualisieren für eine Schablonenkonfiguration aus einem Template Registry aktiviert hat, wird das System HARMONY technisch selbständig, die Schablonenkonfiguration in regelmäßigen Zeitabständen mit den Informationen aus dem Template Registry aktualisieren.",385,,Fertig zur Umsetzung,A,,A-2-59
3.3 Randbedingungen und sonstige Anforderungen,368,HARMONY,Technische Anforderung,Schnittstellenanforderung,Systemzuständigkeiten,Eventmanager,Entwickler,Systemzuständigkeiten,Eventmanager,"Falls eine Komponente entkoppelt mit einer anderen Komponente kommunizieren möchte, muss das System HARMONY technisch in der Lage sein, die Kommunikation über einen Eventmanager zu organisieren, damit Komponenten Aktionen auf Basis anderer Komponenten durchführen können, ohne an diese gekoppelt zu sein.",,,Umgesetzt,A,1,E-11
3.3 Randbedingungen und sonstige Anforderungen,367,HARMONY,Technische Anforderung,Schnittstellenanforderung,Systemzuständigkeiten,HTML-Templates rendern,Entwickler,Systemzuständigkeiten,HTML-Templates rendern,"Falls eine Komponente dem Anwender eine Benutzerschnittstelle bereitstellen möchte, muss das System HARMONY technisch in der Lage sein, HTML-Template-Dateien zu rendern, damit die Komponente Inhalte im Browser des Anwenders darstellen kann.",,,Umgesetzt,A,1,E-10
3.3 Randbedingungen und sonstige Anforderungen,483,"HARMONY, EIFFEL",Technische Anforderung,Technische Schnittstellenanforderung,Systemzuständigkeiten,Event-System; core/event,Entwickler,Systemzuständigkeiten,core/event - Event-System,"Das Modul Core muss technisch in der Lage sein, ein Event-System bereitzustellen, damit die Kommunikation zwischen Modulen entkoppelt werden kann.",,,Umgesetzt,A,1,E-55
3.3 Randbedingungen und sonstige Anforderungen,451,"HARMONY, EIFFEL",Technische Anforderung,Technische Schnittstellenanforderung,Systemzuständigkeiten,Inhalte übersetzen; core/trans,Entwickler,Systemzuständigkeiten,core/trans - Anzeigesprache aus Cookie lesen,"Wenn der Anwender die Anzeigesprache der Anwendung verändert hat, muss das Modul Core technisch in der Lage sein, die Anzeigesprache aus einem Browser-Cookie des Anwenders einzulesen, damit die gewählte Anzeigesprache des Anwenders beibehalten werden kann.",,,Umgesetzt,A,1,E-23
3.3 Randbedingungen und sonstige Anforderungen,487,"HARMONY, EIFFEL",Technische Anforderung,Technische Schnittstellenanforderung,Systemzuständigkeiten,Templates füllen; core/web,Entwickler,Systemzuständigkeiten,core/web - Templates füllen,"Das Modul Core muss technisch in der Lage sein, HTML-Vorlagen (Templates) mit Inhalten zu befüllen, damit Anwendern eine Benutzeroberfläche dargestellt werden kann.",,,Umgesetzt,A,1,E-59
